prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
2144,ABBA,"Then, Joshua and James were thinking about going to the hospital. James wanted to give a kiss to Joshua","Then, James and Joshua were thinking about going to the hospital. Joshua wanted to give a kiss to James",Joshua,James,James,Joshua,39555,6110,6110,39555,20,hospital,kiss
2145,ABBA,"Then, Gregory and John had a long argument, and afterwards John said to Gregory","Then, John and Gregory had a long argument, and afterwards Gregory said to John",Gregory,John,John,Gregory,39706,3350,3350,39706,15,station,necklace
2146,ABBA,"Then, Amanda and Ryan were thinking about going to the store. Ryan wanted to give a basketball to Amanda","Then, Ryan and Amanda were thinking about going to the store. Amanda wanted to give a basketball to Ryan",Amanda,Ryan,Ryan,Amanda,43069,18894,18894,43069,20,store,basketball
2147,ABBA,"Then, Justin and Angela were working at the station. Angela decided to give a bone to Justin","Then, Angela and Justin were working at the station. Justin decided to give a bone to Angela",Justin,Angela,Angela,Justin,27031,43971,43971,27031,18,station,bone
2148,BABA,"When Kenneth and Alexander got a computer at the hospital, Kenneth decided to give it to Alexander","When Alexander and Kenneth got a computer at the hospital, Alexander decided to give it to Kenneth",Alexander,Kenneth,Kenneth,Alexander,16188,40980,40980,16188,17,hospital,computer
2149,BABA,"Then, Sean and Michael went to the school. Sean gave a kiss to Michael","Then, Michael and Sean went to the school. Michael gave a kiss to Sean",Michael,Sean,Sean,Michael,7939,34723,34723,7939,15,school,kiss
2150,ABBA,"After Michael and Sarah went to the garden, Sarah gave a kiss to Michael","After Sarah and Michael went to the garden, Michael gave a kiss to Sarah",Michael,Sarah,Sarah,Michael,7939,19400,19400,7939,14,garden,kiss
2151,BABA,"When Joseph and Anthony got a snack at the store, Joseph decided to give it to Anthony","When Anthony and Joseph got a snack at the store, Anthony decided to give it to Joseph",Anthony,Joseph,Joseph,Anthony,21504,10954,10954,21504,17,store,snack
2152,BABA,"After Ryan and Amanda went to the house, Ryan gave a snack to Amanda","After Amanda and Ryan went to the house, Amanda gave a snack to Ryan",Amanda,Ryan,Ryan,Amanda,43069,18894,18894,43069,14,house,snack
2153,ABBA,"Then, Adam and Dustin went to the station. Dustin gave a kiss to Adam","Then, Dustin and Adam went to the station. Adam gave a kiss to Dustin",Adam,Dustin,Dustin,Adam,14876,116288,116288,14876,15,station,kiss
2154,BABA,"After Kenneth and Justin went to the restaurant, Kenneth gave a bone to Justin","After Justin and Kenneth went to the restaurant, Justin gave a bone to Kenneth",Justin,Kenneth,Kenneth,Justin,27031,40980,40980,27031,14,restaurant,bone
2155,ABBA,"Then, Cody and Kristen were thinking about going to the restaurant. Kristen wanted to give a basketball to Cody","Then, Kristen and Cody were thinking about going to the restaurant. Cody wanted to give a basketball to Kristen",Cody,Kristen,Kristen,Cody,67768,76665,76665,67768,20,restaurant,basketball
2156,BABA,"Then, John and Jose were working at the station. John decided to give a necklace to Jose","Then, Jose and John were working at the station. Jose decided to give a necklace to John",Jose,John,John,Jose,8289,3350,3350,8289,18,station,necklace
2157,BABA,"Then, Michelle and Thomas had a long argument, and afterwards Michelle said to Thomas","Then, Thomas and Michelle had a long argument, and afterwards Thomas said to Michelle",Thomas,Michelle,Michelle,Thomas,7536,37108,37108,7536,15,garden,snack
2158,BABA,"After Justin and Mark went to the hospital, Justin gave a snack to Mark","After Mark and Justin went to the hospital, Mark gave a snack to Justin",Mark,Justin,Justin,Mark,4082,27031,27031,4082,14,hospital,snack
2159,ABBA,"After Tyler and Crystal went to the hospital, Crystal gave a ring to Tyler","After Crystal and Tyler went to the hospital, Tyler gave a ring to Crystal",Tyler,Crystal,Crystal,Tyler,35975,28166,28166,35975,14,hospital,ring
2160,BABA,"Then, Kristen and Lindsey had a long argument, and afterwards Kristen said to Lindsey","Then, Lindsey and Kristen had a long argument, and afterwards Lindsey said to Kristen",Lindsey,Kristen,Kristen,Lindsey,95807,76665,76665,95807,15,station,ring
2161,ABBA,"Then, Jason and Jacob had a long argument, and afterwards Jacob said to Jason","Then, Jacob and Jason had a long argument, and afterwards Jason said to Jacob",Jason,Jacob,Jacob,Jason,23019,21297,21297,23019,15,station,computer
2162,ABBA,"Then, William and Richard had a lot of fun at the school. Richard gave a necklace to William","Then, Richard and William had a lot of fun at the school. William gave a necklace to Richard",William,Richard,Richard,William,7130,9135,9135,7130,19,school,necklace
2163,BABA,"Then, Crystal and Nathan went to the garden. Crystal gave a bone to Nathan","Then, Nathan and Crystal went to the garden. Nathan gave a bone to Crystal",Nathan,Crystal,Crystal,Nathan,32743,28166,28166,32743,15,garden,bone
2164,BABA,"Then, Richard and Sarah had a long argument, and afterwards Richard said to Sarah","Then, Sarah and Richard had a long argument, and afterwards Sarah said to Richard",Sarah,Richard,Richard,Sarah,19400,9135,9135,19400,15,office,snack
2165,BABA,"Then, Thomas and Jason went to the hospital. Thomas gave a drink to Jason","Then, Jason and Thomas went to the hospital. Jason gave a drink to Thomas",Jason,Thomas,Thomas,Jason,23019,7536,7536,23019,15,hospital,drink
2166,ABBA,"After Bryan and Patrick went to the station, Patrick gave a bone to Bryan","After Patrick and Bryan went to the station, Bryan gave a bone to Patrick",Bryan,Patrick,Patrick,Bryan,39746,19785,19785,39746,14,station,bone
2167,BABA,"Then, Jamie and Shannon were thinking about going to the hospital. Jamie wanted to give a bone to Shannon","Then, Shannon and Jamie were thinking about going to the hospital. Shannon wanted to give a bone to Jamie",Shannon,Jamie,Jamie,Shannon,54673,40742,40742,54673,20,hospital,bone
2168,BABA,"Then, Andrea and Lauren went to the office. Andrea gave a drink to Lauren","Then, Lauren and Andrea went to the office. Lauren gave a drink to Andrea",Lauren,Andrea,Andrea,Lauren,31868,32492,32492,31868,15,office,drink
2169,ABBA,"After Jennifer and Matthew went to the restaurant, Matthew gave a basketball to Jennifer","After Matthew and Jennifer went to the restaurant, Jennifer gave a basketball to Matthew",Jennifer,Matthew,Matthew,Jennifer,30904,23739,23739,30904,14,restaurant,basketball
2170,ABBA,"After Jose and Joseph went to the station, Joseph gave a necklace to Jose","After Joseph and Jose went to the station, Jose gave a necklace to Joseph",Jose,Joseph,Joseph,Jose,8289,10954,10954,8289,14,station,necklace
2171,BABA,"Then, Samuel and Elizabeth had a lot of fun at the school. Samuel gave a kiss to Elizabeth","Then, Elizabeth and Samuel had a lot of fun at the school. Elizabeth gave a kiss to Samuel",Elizabeth,Samuel,Samuel,Elizabeth,15419,19784,19784,15419,19,school,kiss
2172,ABBA,"Then, Christine and Crystal went to the house. Crystal gave a kiss to Christine","Then, Crystal and Christine went to the house. Christine gave a kiss to Crystal",Christine,Crystal,Crystal,Christine,45698,28166,28166,45698,15,house,kiss
2173,ABBA,"Then, Mary and Melissa had a lot of fun at the store. Melissa gave a kiss to Mary","Then, Melissa and Mary had a lot of fun at the store. Mary gave a kiss to Melissa",Mary,Melissa,Melissa,Mary,7473,52521,52521,7473,19,store,kiss
2174,BABA,"Then, Jeffrey and Bradley were working at the store. Jeffrey decided to give a bone to Bradley","Then, Bradley and Jeffrey were working at the store. Bradley decided to give a bone to Jeffrey",Bradley,Jeffrey,Jeffrey,Bradley,42915,48206,48206,42915,18,store,bone
2175,ABBA,"Then, Joseph and Lindsay had a long argument, and afterwards Lindsay said to Joseph","Then, Lindsay and Joseph had a long argument, and afterwards Joseph said to Lindsay",Joseph,Lindsay,Lindsay,Joseph,10954,61987,61987,10954,15,house,bone
2176,BABA,"Then, Angela and Scott had a long argument, and afterwards Angela said to Scott","Then, Scott and Angela had a long argument, and afterwards Scott said to Angela",Scott,Angela,Angela,Scott,12511,43971,43971,12511,15,school,computer
2177,BABA,"Then, Alexander and Aaron were working at the school. Alexander decided to give a basketball to Aaron","Then, Aaron and Alexander were working at the school. Aaron decided to give a basketball to Alexander",Aaron,Alexander,Alexander,Aaron,32057,16188,16188,32057,18,school,basketball
2178,BABA,"Then, Emily and William went to the school. Emily gave a kiss to William","Then, William and Emily went to the school. William gave a kiss to Emily",William,Emily,Emily,William,7130,31325,31325,7130,15,school,kiss
2179,BABA,"Then, Lisa and Matthew were thinking about going to the garden. Lisa wanted to give a basketball to Matthew","Then, Matthew and Lisa were thinking about going to the garden. Matthew wanted to give a basketball to Lisa",Matthew,Lisa,Lisa,Matthew,23739,25380,25380,23739,20,garden,basketball
2180,ABBA,"Then, Jason and Michael had a lot of fun at the house. Michael gave a kiss to Jason","Then, Michael and Jason had a lot of fun at the house. Jason gave a kiss to Michael",Jason,Michael,Michael,Jason,23019,7939,7939,23019,19,house,kiss
2181,ABBA,"Then, Brian and Jesse had a long argument, and afterwards Jesse said to Brian","Then, Jesse and Brian had a long argument, and afterwards Brian said to Jesse",Brian,Jesse,Jesse,Brian,19924,46041,46041,19924,15,station,basketball
2182,ABBA,"Then, Anthony and Scott were thinking about going to the office. Scott wanted to give a necklace to Anthony","Then, Scott and Anthony were thinking about going to the office. Anthony wanted to give a necklace to Scott",Anthony,Scott,Scott,Anthony,21504,12511,12511,21504,20,office,necklace
2183,BABA,"Then, Jason and Angela were thinking about going to the station. Jason wanted to give a drink to Angela","Then, Angela and Jason were thinking about going to the station. Angela wanted to give a drink to Jason",Angela,Jason,Jason,Angela,43971,23019,23019,43971,20,station,drink
2184,BABA,"Then, David and Amy had a long argument, and afterwards David said to Amy","Then, Amy and David had a long argument, and afterwards Amy said to David",Amy,David,David,Amy,27161,6046,6046,27161,15,garden,bone
2185,BABA,"Then, Kyle and Samantha had a lot of fun at the garden. Kyle gave a snack to Samantha","Then, Samantha and Kyle had a lot of fun at the garden. Samantha gave a snack to Kyle",Samantha,Kyle,Kyle,Samantha,73605,40358,40358,73605,19,garden,snack
2186,BABA,"When Gregory and Joshua got a ring at the office, Gregory decided to give it to Joshua","When Joshua and Gregory got a ring at the office, Joshua decided to give it to Gregory",Joshua,Gregory,Gregory,Joshua,39555,39706,39706,39555,17,office,ring
2187,BABA,"When Melissa and Christina got a kiss at the office, Melissa decided to give it to Christina","When Christina and Melissa got a kiss at the office, Christina decided to give it to Melissa",Christina,Melissa,Melissa,Christina,58025,52521,52521,58025,17,office,kiss
2188,ABBA,"Then, William and Timothy were thinking about going to the school. Timothy wanted to give a computer to William","Then, Timothy and William were thinking about going to the school. William wanted to give a computer to Timothy",William,Timothy,Timothy,William,7130,44708,44708,7130,20,school,computer
2189,BABA,"After Amanda and Travis went to the garden, Amanda gave a snack to Travis","After Travis and Amanda went to the garden, Travis gave a snack to Amanda",Travis,Amanda,Amanda,Travis,52664,43069,43069,52664,14,garden,snack
2190,ABBA,"When Lindsey and Matthew got a drink at the office, Matthew decided to give it to Lindsey","When Matthew and Lindsey got a drink at the office, Lindsey decided to give it to Matthew",Lindsey,Matthew,Matthew,Lindsey,95807,23739,23739,95807,17,office,drink
2191,ABBA,"When Nicholas and Amber got a bone at the store, Amber decided to give it to Nicholas","When Amber and Nicholas got a bone at the store, Nicholas decided to give it to Amber",Nicholas,Amber,Amber,Nicholas,34218,47235,47235,34218,17,store,bone
2192,BABA,"When Christine and Paul got a basketball at the store, Christine decided to give it to Paul","When Paul and Christine got a basketball at the store, Paul decided to give it to Christine",Paul,Christine,Christine,Paul,6369,45698,45698,6369,17,store,basketball
2193,BABA,"Then, Tyler and David were working at the store. Tyler decided to give a necklace to David","Then, David and Tyler were working at the store. David decided to give a necklace to Tyler",David,Tyler,Tyler,David,6046,35975,35975,6046,18,store,necklace
2194,ABBA,"After Benjamin and Gregory went to the garden, Gregory gave a snack to Benjamin","After Gregory and Benjamin went to the garden, Benjamin gave a snack to Gregory",Benjamin,Gregory,Gregory,Benjamin,27316,39706,39706,27316,14,garden,snack
2195,ABBA,"Then, Steven and Courtney went to the garden. Courtney gave a ring to Steven","Then, Courtney and Steven went to the garden. Steven gave a ring to Courtney",Steven,Courtney,Courtney,Steven,23114,81161,81161,23114,15,garden,ring
2196,BABA,"Then, Eric and Jamie were working at the office. Eric decided to give a drink to Jamie","Then, Jamie and Eric were working at the office. Jamie decided to give a drink to Eric",Jamie,Eric,Eric,Jamie,40742,19288,19288,40742,18,office,drink
2197,BABA,"Then, Elizabeth and Kyle were working at the store. Elizabeth decided to give a ring to Kyle","Then, Kyle and Elizabeth were working at the store. Kyle decided to give a ring to Elizabeth",Kyle,Elizabeth,Elizabeth,Kyle,40358,15419,15419,40358,18,store,ring
2198,BABA,"Then, Sara and Nicholas had a lot of fun at the house. Sara gave a ring to Nicholas","Then, Nicholas and Sara had a lot of fun at the house. Nicholas gave a ring to Sara",Nicholas,Sara,Sara,Nicholas,34218,34315,34315,34218,19,house,ring
2199,ABBA,"Then, Patrick and Joshua were working at the house. Joshua decided to give a bone to Patrick","Then, Joshua and Patrick were working at the house. Patrick decided to give a bone to Joshua",Patrick,Joshua,Joshua,Patrick,19785,39555,39555,19785,18,house,bone
2200,BABA,"After Mark and Lindsay went to the restaurant, Mark gave a kiss to Lindsay","After Lindsay and Mark went to the restaurant, Lindsay gave a kiss to Mark",Lindsay,Mark,Mark,Lindsay,61987,4082,4082,61987,14,restaurant,kiss
2201,BABA,"Then, Mary and Ryan were working at the office. Mary decided to give a basketball to Ryan","Then, Ryan and Mary were working at the office. Ryan decided to give a basketball to Mary",Ryan,Mary,Mary,Ryan,18894,7473,7473,18894,18,office,basketball
2202,ABBA,"Then, Emily and Amanda had a long argument, and afterwards Amanda said to Emily","Then, Amanda and Emily had a long argument, and afterwards Emily said to Amanda",Emily,Amanda,Amanda,Emily,31325,43069,43069,31325,15,school,kiss
2203,BABA,"Then, Elizabeth and Christopher were thinking about going to the store. Elizabeth wanted to give a ring to Christopher","Then, Christopher and Elizabeth were thinking about going to the store. Christopher wanted to give a ring to Elizabeth",Christopher,Elizabeth,Elizabeth,Christopher,27402,15419,15419,27402,20,store,ring
2204,ABBA,"Then, Courtney and Megan were thinking about going to the garden. Megan wanted to give a ring to Courtney","Then, Megan and Courtney were thinking about going to the garden. Courtney wanted to give a ring to Megan",Courtney,Megan,Megan,Courtney,81161,58914,58914,81161,20,garden,ring
2205,ABBA,"Then, Aaron and Brian went to the store. Brian gave a necklace to Aaron","Then, Brian and Aaron went to the store. Aaron gave a necklace to Brian",Aaron,Brian,Brian,Aaron,32057,19924,19924,32057,15,store,necklace
2206,ABBA,"Then, Erica and Lindsey had a long argument, and afterwards Lindsey said to Erica","Then, Lindsey and Erica had a long argument, and afterwards Erica said to Lindsey",Erica,Lindsey,Lindsey,Erica,95692,95807,95807,95692,15,hospital,bone
2207,BABA,"Then, Patrick and Michelle were thinking about going to the garden. Patrick wanted to give a kiss to Michelle","Then, Michelle and Patrick were thinking about going to the garden. Michelle wanted to give a kiss to Patrick",Michelle,Patrick,Patrick,Michelle,37108,19785,19785,37108,20,garden,kiss
2208,ABBA,"After Melissa and Dustin went to the station, Dustin gave a necklace to Melissa","After Dustin and Melissa went to the station, Melissa gave a necklace to Dustin",Melissa,Dustin,Dustin,Melissa,52521,116288,116288,52521,14,station,necklace
2209,ABBA,"Then, Eric and Aaron were thinking about going to the hospital. Aaron wanted to give a necklace to Eric","Then, Aaron and Eric were thinking about going to the hospital. Eric wanted to give a necklace to Aaron",Eric,Aaron,Aaron,Eric,19288,32057,32057,19288,20,hospital,necklace
2210,BABA,"Then, Christina and Paul had a lot of fun at the school. Christina gave a computer to Paul","Then, Paul and Christina had a lot of fun at the school. Paul gave a computer to Christina",Paul,Christina,Christina,Paul,6369,58025,58025,6369,19,school,computer
2211,ABBA,"Then, Lindsay and Dustin had a long argument, and afterwards Dustin said to Lindsay","Then, Dustin and Lindsay had a long argument, and afterwards Lindsay said to Dustin",Lindsay,Dustin,Dustin,Lindsay,61987,116288,116288,61987,15,garden,ring
2212,ABBA,"Then, Jeremy and Shannon had a long argument, and afterwards Shannon said to Jeremy","Then, Shannon and Jeremy had a long argument, and afterwards Jeremy said to Shannon",Jeremy,Shannon,Shannon,Jeremy,42219,54673,54673,42219,15,station,computer
2213,ABBA,"After Anthony and Jason went to the school, Jason gave a computer to Anthony","After Jason and Anthony went to the school, Anthony gave a computer to Jason",Anthony,Jason,Jason,Anthony,21504,23019,23019,21504,14,school,computer
2214,BABA,"Then, Anthony and Paul went to the office. Anthony gave a bone to Paul","Then, Paul and Anthony went to the office. Paul gave a bone to Anthony",Paul,Anthony,Anthony,Paul,6369,21504,21504,6369,15,office,bone
2215,ABBA,"Then, Adam and Lindsay had a lot of fun at the station. Lindsay gave a kiss to Adam","Then, Lindsay and Adam had a lot of fun at the station. Adam gave a kiss to Lindsay",Adam,Lindsay,Lindsay,Adam,14876,61987,61987,14876,19,station,kiss
2216,ABBA,"Then, Erin and Ashley had a lot of fun at the hospital. Ashley gave a drink to Erin","Then, Ashley and Erin had a lot of fun at the hospital. Erin gave a drink to Ashley",Erin,Ashley,Ashley,Erin,42201,42702,42702,42201,19,hospital,drink
2217,ABBA,"When James and Amanda got a snack at the house, Amanda decided to give it to James","When Amanda and James got a snack at the house, James decided to give it to Amanda",James,Amanda,Amanda,James,6110,43069,43069,6110,17,house,snack
2218,ABBA,"Then, Amy and Crystal had a lot of fun at the store. Crystal gave a basketball to Amy","Then, Crystal and Amy had a lot of fun at the store. Amy gave a basketball to Crystal",Amy,Crystal,Crystal,Amy,27161,28166,28166,27161,19,store,basketball
2219,BABA,"When Brian and Amy got a ring at the house, Brian decided to give it to Amy","When Amy and Brian got a ring at the house, Amy decided to give it to Brian",Amy,Brian,Brian,Amy,27161,19924,19924,27161,17,house,ring
2220,BABA,"Then, Ashley and Rachel had a long argument, and afterwards Ashley said to Rachel","Then, Rachel and Ashley had a long argument, and afterwards Rachel said to Ashley",Rachel,Ashley,Ashley,Rachel,32758,42702,42702,32758,15,office,ring
2221,BABA,"Then, Brittany and Allison were thinking about going to the school. Brittany wanted to give a ring to Allison","Then, Allison and Brittany were thinking about going to the school. Allison wanted to give a ring to Brittany",Allison,Brittany,Brittany,Allison,64426,92030,92030,64426,20,school,ring
2222,ABBA,"Then, Courtney and Travis had a long argument, and afterwards Travis said to Courtney","Then, Travis and Courtney had a long argument, and afterwards Courtney said to Travis",Courtney,Travis,Travis,Courtney,81161,52664,52664,81161,15,house,ring
2223,BABA,"Then, Paul and Joseph had a lot of fun at the hospital. Paul gave a snack to Joseph","Then, Joseph and Paul had a lot of fun at the hospital. Joseph gave a snack to Paul",Joseph,Paul,Paul,Joseph,10954,6369,6369,10954,19,hospital,snack
2224,BABA,"After Courtney and Scott went to the hospital, Courtney gave a bone to Scott","After Scott and Courtney went to the hospital, Scott gave a bone to Courtney",Scott,Courtney,Courtney,Scott,12511,81161,81161,12511,14,hospital,bone
2225,BABA,"After Cody and Jacob went to the restaurant, Cody gave a ring to Jacob","After Jacob and Cody went to the restaurant, Jacob gave a ring to Cody",Jacob,Cody,Cody,Jacob,21297,67768,67768,21297,14,restaurant,ring
2226,ABBA,"When Jesse and Thomas got a computer at the school, Thomas decided to give it to Jesse","When Thomas and Jesse got a computer at the school, Jesse decided to give it to Thomas",Jesse,Thomas,Thomas,Jesse,46041,7536,7536,46041,17,school,computer
2227,ABBA,"Then, Scott and Michelle had a long argument, and afterwards Michelle said to Scott","Then, Michelle and Scott had a long argument, and afterwards Scott said to Michelle",Scott,Michelle,Michelle,Scott,12511,37108,37108,12511,15,hospital,necklace
2228,ABBA,"When Kristen and Melissa got a kiss at the store, Melissa decided to give it to Kristen","When Melissa and Kristen got a kiss at the store, Kristen decided to give it to Melissa",Kristen,Melissa,Melissa,Kristen,76665,52521,52521,76665,17,store,kiss
2229,ABBA,"When Tyler and Kristen got a bone at the hospital, Kristen decided to give it to Tyler","When Kristen and Tyler got a bone at the hospital, Tyler decided to give it to Kristen",Tyler,Kristen,Kristen,Tyler,35975,76665,76665,35975,17,hospital,bone
2230,BABA,"Then, Jessica and Jacob were working at the store. Jessica decided to give a snack to Jacob","Then, Jacob and Jessica were working at the store. Jacob decided to give a snack to Jessica",Jacob,Jessica,Jessica,Jacob,21297,36171,36171,21297,18,store,snack
2231,ABBA,"Then, Richard and Patrick had a lot of fun at the school. Patrick gave a drink to Richard","Then, Patrick and Richard had a lot of fun at the school. Richard gave a drink to Patrick",Richard,Patrick,Patrick,Richard,9135,19785,19785,9135,19,school,drink
2232,ABBA,"Then, Katherine and James had a lot of fun at the office. James gave a kiss to Katherine","Then, James and Katherine had a lot of fun at the office. Katherine gave a kiss to James",Katherine,James,James,Katherine,58448,6110,6110,58448,19,office,kiss
2233,BABA,"Then, Kevin and Brian were working at the hospital. Kevin decided to give a computer to Brian","Then, Brian and Kevin were working at the hospital. Brian decided to give a computer to Kevin",Brian,Kevin,Kevin,Brian,19924,19934,19934,19924,18,hospital,computer
2234,ABBA,"Then, Erin and Brandon were thinking about going to the restaurant. Brandon wanted to give a bone to Erin","Then, Brandon and Erin were thinking about going to the restaurant. Erin wanted to give a bone to Brandon",Erin,Brandon,Brandon,Erin,42201,45225,45225,42201,20,restaurant,bone
2235,ABBA,"Then, Travis and Lindsey were thinking about going to the school. Lindsey wanted to give a kiss to Travis","Then, Lindsey and Travis were thinking about going to the school. Travis wanted to give a kiss to Lindsey",Travis,Lindsey,Lindsey,Travis,52664,95807,95807,52664,20,school,kiss
2236,BABA,"Then, Brian and Ashley had a long argument, and afterwards Brian said to Ashley","Then, Ashley and Brian had a long argument, and afterwards Ashley said to Brian",Ashley,Brian,Brian,Ashley,42702,19924,19924,42702,15,station,necklace
2237,ABBA,"Then, Paul and Vanessa had a lot of fun at the store. Vanessa gave a computer to Paul","Then, Vanessa and Paul had a lot of fun at the store. Paul gave a computer to Vanessa",Paul,Vanessa,Vanessa,Paul,6369,68439,68439,6369,19,store,computer
2238,ABBA,"When Jessica and Alexander got a basketball at the store, Alexander decided to give it to Jessica","When Alexander and Jessica got a basketball at the store, Jessica decided to give it to Alexander",Jessica,Alexander,Alexander,Jessica,36171,16188,16188,36171,17,store,basketball
2239,ABBA,"Then, Joseph and David had a long argument, and afterwards David said to Joseph","Then, David and Joseph had a long argument, and afterwards Joseph said to David",Joseph,David,David,Joseph,10954,6046,6046,10954,15,station,kiss
2240,ABBA,"Then, David and Adam were working at the office. Adam decided to give a necklace to David","Then, Adam and David were working at the office. David decided to give a necklace to Adam",David,Adam,Adam,David,6046,14876,14876,6046,18,office,necklace
2241,ABBA,"Then, Jesse and Benjamin were thinking about going to the house. Benjamin wanted to give a computer to Jesse","Then, Benjamin and Jesse were thinking about going to the house. Jesse wanted to give a computer to Benjamin",Jesse,Benjamin,Benjamin,Jesse,46041,27316,27316,46041,20,house,computer
2242,ABBA,"Then, Matthew and Lauren went to the office. Lauren gave a necklace to Matthew","Then, Lauren and Matthew went to the office. Matthew gave a necklace to Lauren",Matthew,Lauren,Lauren,Matthew,23739,31868,31868,23739,15,office,necklace
2243,BABA,"After Jeffrey and Lindsey went to the hospital, Jeffrey gave a ring to Lindsey","After Lindsey and Jeffrey went to the hospital, Lindsey gave a ring to Jeffrey",Lindsey,Jeffrey,Jeffrey,Lindsey,95807,48206,48206,95807,14,hospital,ring
2244,ABBA,"Then, Jeffrey and Jennifer went to the restaurant. Jennifer gave a ring to Jeffrey","Then, Jennifer and Jeffrey went to the restaurant. Jeffrey gave a ring to Jennifer",Jeffrey,Jennifer,Jennifer,Jeffrey,48206,30904,30904,48206,15,restaurant,ring
2245,ABBA,"After Erica and Heather went to the office, Heather gave a basketball to Erica","After Heather and Erica went to the office, Erica gave a basketball to Heather",Erica,Heather,Heather,Erica,95692,51593,51593,95692,14,office,basketball
2246,BABA,"After Ashley and Katherine went to the restaurant, Ashley gave a drink to Katherine","After Katherine and Ashley went to the restaurant, Katherine gave a drink to Ashley",Katherine,Ashley,Ashley,Katherine,58448,42702,42702,58448,14,restaurant,drink
2247,BABA,"Then, James and Lindsey had a lot of fun at the school. James gave a drink to Lindsey","Then, Lindsey and James had a lot of fun at the school. Lindsey gave a drink to James",Lindsey,James,James,Lindsey,95807,6110,6110,95807,19,school,drink
2248,ABBA,"Then, Christine and Ryan were working at the store. Ryan decided to give a snack to Christine","Then, Ryan and Christine were working at the store. Christine decided to give a snack to Ryan",Christine,Ryan,Ryan,Christine,45698,18894,18894,45698,18,store,snack
2249,BABA,"Then, Samantha and Nathan had a long argument, and afterwards Samantha said to Nathan","Then, Nathan and Samantha had a long argument, and afterwards Nathan said to Samantha",Nathan,Samantha,Samantha,Nathan,32743,73605,73605,32743,15,office,computer
2250,BABA,"When Christina and Scott got a basketball at the office, Christina decided to give it to Scott","When Scott and Christina got a basketball at the office, Scott decided to give it to Christina",Scott,Christina,Christina,Scott,12511,58025,58025,12511,17,office,basketball
2251,BABA,"Then, Kimberly and Samuel had a lot of fun at the station. Kimberly gave a necklace to Samuel","Then, Samuel and Kimberly had a lot of fun at the station. Samuel gave a necklace to Kimberly",Samuel,Kimberly,Kimberly,Samuel,19784,102292,102292,19784,19,station,necklace
2252,BABA,"Then, Katie and Andrew went to the station. Katie gave a drink to Andrew","Then, Andrew and Katie went to the station. Andrew gave a drink to Katie",Andrew,Katie,Katie,Andrew,15970,46526,46526,15970,15,station,drink
2253,ABBA,"Then, James and Richard had a long argument, and afterwards Richard said to James","Then, Richard and James had a long argument, and afterwards James said to Richard",James,Richard,Richard,James,6110,9135,9135,6110,15,garden,necklace
2254,BABA,"Then, Erica and Patrick had a long argument, and afterwards Erica said to Patrick","Then, Patrick and Erica had a long argument, and afterwards Patrick said to Erica",Patrick,Erica,Erica,Patrick,19785,95692,95692,19785,15,station,drink
2255,BABA,"When Brandon and Tyler got a drink at the school, Brandon decided to give it to Tyler","When Tyler and Brandon got a drink at the school, Tyler decided to give it to Brandon",Tyler,Brandon,Brandon,Tyler,35975,45225,45225,35975,17,school,drink
2256,BABA,"Then, Jose and Katherine had a long argument, and afterwards Jose said to Katherine","Then, Katherine and Jose had a long argument, and afterwards Katherine said to Jose",Katherine,Jose,Jose,Katherine,58448,8289,8289,58448,15,hospital,computer
2257,ABBA,"Then, Laura and Ryan had a long argument, and afterwards Ryan said to Laura","Then, Ryan and Laura had a long argument, and afterwards Laura said to Ryan",Laura,Ryan,Ryan,Laura,24277,18894,18894,24277,15,house,drink
2258,ABBA,"Then, Justin and Scott were working at the school. Scott decided to give a bone to Justin","Then, Scott and Justin were working at the school. Justin decided to give a bone to Scott",Justin,Scott,Scott,Justin,27031,12511,12511,27031,18,school,bone
2259,BABA,"Then, Jonathan and Christopher were working at the house. Jonathan decided to give a computer to Christopher","Then, Christopher and Jonathan were working at the house. Christopher decided to give a computer to Jonathan",Christopher,Jonathan,Jonathan,Christopher,27402,25571,25571,27402,18,house,computer
2260,BABA,"Then, Vanessa and Paul had a lot of fun at the garden. Vanessa gave a bone to Paul","Then, Paul and Vanessa had a lot of fun at the garden. Paul gave a bone to Vanessa",Paul,Vanessa,Vanessa,Paul,6369,68439,68439,6369,19,garden,bone
2261,ABBA,"Then, Ashley and Emily were thinking about going to the restaurant. Emily wanted to give a kiss to Ashley","Then, Emily and Ashley were thinking about going to the restaurant. Ashley wanted to give a kiss to Emily",Ashley,Emily,Emily,Ashley,42702,31325,31325,42702,20,restaurant,kiss
2262,ABBA,"Then, Kelly and Nathan went to the house. Nathan gave a necklace to Kelly","Then, Nathan and Kelly went to the house. Kelly gave a necklace to Nathan",Kelly,Nathan,Nathan,Kelly,20950,32743,32743,20950,15,house,necklace
2263,ABBA,"Then, Tiffany and Lindsay went to the school. Lindsay gave a computer to Tiffany","Then, Lindsay and Tiffany went to the school. Tiffany gave a computer to Lindsay",Tiffany,Lindsay,Lindsay,Tiffany,78477,61987,61987,78477,15,school,computer
